"Life expectancy at birth (years)","Published","2012","Western Pacific","Low-income","Niue","Both sexes","74","74.00000","","",""
"Life expectancy at birth (years)","Published","2000","South-East Asia","Low-income","Nepal","Both sexes","62","62.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Senegal","Both sexes","57","57.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Sierra Leone","Both sexes","46","46.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Chad","Both sexes","46","46.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Low-income","Togo","Both sexes","55","55.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Togo","Both sexes","58","58.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","Low-income","Tajikistan","Both sexes","64","64.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","Low-income","Viet Nam","Both sexes","73","73.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","Lower-middle-income","Azerbaijan","Both sexes","63","63.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","Lower-middle-income","Azerbaijan","Both sexes","72","72.00000","","",""
"Life expectancy at birth (years)","Published","2000","Americas","Lower-middle-income","Belize","Both sexes","72","72.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","Lower-middle-income","China","Both sexes","75","75.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Lower-middle-income","Côte d'Ivoire","Both sexes","48","48.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Lower-middle-income","Cabo Verde","Both sexes","70","70.00000","","",""
"Life expectancy at birth (years)","Published","1990","Eastern Mediterranean","Lower-middle-income","Djibouti","Both sexes","57","57.00000","","",""
"Life expectancy at birth (years)","Published","2000","Eastern Mediterranean","Lower-middle-income","Djibouti","Both sexes","57","57.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","Lower-middle-income","Micronesia (Federated States of)","Both sexes","67","67.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","Lower-middle-income","Georgia","Both sexes","74","74.00000","","",""
"Life expectancy at birth (years)","Published","1990","Americas","Lower-middle-income","Guatemala","Both sexes","62","62.00000","","",""
"Life expectancy at birth (years)","Published","2000","South-East Asia","Lower-middle-income","Indonesia","Both sexes","67","67.00000","","",""
"Life expectancy at birth (years)","Published","2012","Eastern Mediterranean","Lower-middle-income","Jordan","Both sexes","74","74.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","Lower-middle-income","Kiribati","Both sexes","66","66.00000","","",""
"Life expectancy at birth (years)","Published","1990","South-East Asia","Lower-middle-income","Sri Lanka","Both sexes","69","69.00000","","",""
"Life expectancy at birth (years)","Published","1990","South-East Asia","Lower-middle-income","Maldives","Both sexes","58","58.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","Lower-middle-income","Papua New Guinea","Both sexes","59","59.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","Lower-middle-income","Papua New Guinea","Both sexes","62","62.00000","","",""
"Life expectancy at birth (years)","Published","2012","Americas","Lower-middle-income","Paraguay","Both sexes","75","75.00000","","",""
"Life expectancy at birth (years)","Published","1990","Eastern Mediterranean","Lower-middle-income","Sudan","Both sexes","55","55.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Austria","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Belgium","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","2012","Americas","High-income","Bahamas","Both sexes","75","75.00000","","",""
"Life expectancy at birth (years)","Published","2012","Americas","High-income","Barbados","Both sexes","78","78.00000","","",""
"Life expectancy at birth (years)","Published","1990","Western Pacific","High-income","Brunei Darussalam","Both sexes","73","73.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","High-income","Brunei Darussalam","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","High-income","Cook Islands","Both sexes","72","72.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Cyprus","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Estonia","Both sexes","70","70.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","High-income","France","Both sexes","79","79.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","France","Both sexes","82","82.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","United Kingdom of Great Britain and Northern Ireland","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","High-income","Equatorial Guinea","Both sexes","48","48.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","High-income","Equatorial Guinea","Both sexes","50","50.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Hungary","Both sexes","75","75.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Ireland","Both sexes","75","75.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Italy","Both sexes","83","83.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","High-income","Japan","Both sexes","81","81.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Monaco","Both sexes","78","78.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Monaco","Both sexes","82","82.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Norway","Both sexes","82","82.00000","","",""
"Life expectancy at birth (years)","Published","1990","Eastern Mediterranean","High-income","Saudi Arabia","Both sexes","69","69.00000","","",""
"Life expectancy at birth (years)","Published","2012","Eastern Mediterranean","High-income","Saudi Arabia","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","1990","Western Pacific","High-income","Singapore","Both sexes","75","75.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","High-income","Slovenia","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Slovenia","Both sexes","80","80.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Burkina Faso","Both sexes","49","49.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Comoros","Both sexes","62","62.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Eritrea","Both sexes","45","45.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Eritrea","Both sexes","63","63.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Guinea","Both sexes","58","58.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Low-income","Guinea-Bissau","Both sexes","49","49.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","Low-income","Kyrgyzstan","Both sexes","66","66.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","Low-income","Kyrgyzstan","Both sexes","69","69.00000","","",""
"Life expectancy at birth (years)","Published","1990","Western Pacific","Low-income","Lao People's Democratic Republic","Both sexes","53","53.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Mali","Both sexes","57","57.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Mauritania","Both sexes","63","63.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Low-income","Malawi","Both sexes","45","45.00000","","",""
"Life expectancy at birth (years)","Published","1990","Eastern Mediterranean","Low-income","South Sudan","Both sexes","42","42.00000","","",""
"Life expectancy at birth (years)","Published","2000","Eastern Mediterranean","Low-income","South Sudan","Both sexes","49","49.00000","","",""
"Life expectancy at birth (years)","Published","2012","Eastern Mediterranean","Low-income","South Sudan","Both sexes","55","55.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Low-income","Uganda","Both sexes","47","47.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Lower-middle-income","Angola","Both sexes","51","51.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","Lower-middle-income","Albania","Both sexes","70","70.00000","","",""
"Life expectancy at birth (years)","Published","1990","South-East Asia","Lower-middle-income","Bhutan","Both sexes","53","53.00000","","",""
"Life expectancy at birth (years)","Published","2000","South-East Asia","Lower-middle-income","Bhutan","Both sexes","60","60.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Lower-middle-income","Côte d'Ivoire","Both sexes","53","53.00000","","",""
"Life expectancy at birth (years)","Published","2000","Eastern Mediterranean","Lower-middle-income","Egypt","Both sexes","68","68.00000","","",""
"Life expectancy at birth (years)","Published","2012","Americas","Lower-middle-income","Guatemala","Both sexes","72","72.00000","","",""
"Life expectancy at birth (years)","Published","1990","Americas","Lower-middle-income","Honduras","Both sexes","67","67.00000","","",""
"Life expectancy at birth (years)","Published","2000","Eastern Mediterranean","Lower-middle-income","Iran (Islamic Republic of)","Both sexes","70","70.00000","","",""
"Life expectancy at birth (years)","Published","2012","Eastern Mediterranean","Lower-middle-income","Iran (Islamic Republic of)","Both sexes","74","74.00000","","",""
"Life expectancy at birth (years)","Published","1990","Eastern Mediterranean","Lower-middle-income","Iraq","Both sexes","69","69.00000","","",""
"Life expectancy at birth (years)","Published","2000","Eastern Mediterranean","Lower-middle-income","Iraq","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Lower-middle-income","Lesotho","Both sexes","61","61.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Lower-middle-income","Lesotho","Both sexes","50","50.00000","","",""
"Life expectancy at birth (years)","Published","2012","South-East Asia","Lower-middle-income","Maldives","Both sexes","77","77.00000","","",""
"Life expectancy at birth (years)","Published","2012","Americas","Lower-middle-income","Nicaragua","Both sexes","73","73.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","Lower-middle-income","Philippines","Both sexes","69","69.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","Lower-middle-income","Philippines","Both sexes","69","69.00000","","",""
"Life expectancy at birth (years)","Published","1990","Americas","Lower-middle-income","El Salvador","Both sexes","65","65.00000","","",""
"Life expectancy at birth (years)","Published","2012","Eastern Mediterranean","High-income","United Arab Emirates","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","1990","Americas","High-income","Antigua and Barbuda","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Belgium","Both sexes","80","80.00000","","",""
"Life expectancy at birth (years)","Published","1990","Eastern Mediterranean","High-income","Bahrain","Both sexes","73","73.00000","","",""
"Life expectancy at birth (years)","Published","2012","Eastern Mediterranean","High-income","Bahrain","Both sexes","77","77.00000","","",""
"Life expectancy at birth (years)","Published","2012","Americas","High-income","Canada","Both sexes","82","82.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","High-income","Switzerland","Both sexes","80","80.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Czech Republic","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","High-income","Czech Republic","Both sexes","75","75.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Estonia","Both sexes","77","77.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Finland","Both sexes","81","81.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","High-income","Equatorial Guinea","Both sexes","55","55.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Croatia","Both sexes","73","73.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","High-income","Croatia","Both sexes","74","74.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Italy","Both sexes","77","77.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","High-income","Republic of Korea","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","1990","Eastern Mediterranean","High-income","Kuwait","Both sexes","73","73.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Malta","Both sexes","81","81.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","High-income","Netherlands","Both sexes","78","78.00000","","",""
"Life expectancy at birth (years)","Published","2000","Eastern Mediterranean","High-income","Oman","Both sexes","72","72.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","San Marino","Both sexes","79","79.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","High-income","San Marino","Both sexes","82","82.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Sweden","Both sexes","82","82.00000","","",""
"Life expectancy at birth (years)","Published","1990","Americas","High-income","Trinidad and Tobago","Both sexes","68","68.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Central African Republic","Both sexes","51","51.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Low-income","Comoros","Both sexes","56","56.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Low-income","Ghana","Both sexes","57","57.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Ghana","Both sexes","62","62.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Low-income","Guinea","Both sexes","47","47.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Guinea","Both sexes","51","51.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Guinea-Bissau","Both sexes","54","54.00000","","",""
"Life expectancy at birth (years)","Published","2000","Americas","Low-income","Haiti","Both sexes","56","56.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Kenya","Both sexes","52","52.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","Low-income","Lao People's Democratic Republic","Both sexes","66","66.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Mozambique","Both sexes","53","53.00000","","",""
"Life expectancy at birth (years)","Published","1990","Western Pacific","Low-income","Niue","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","1990","South-East Asia","Low-income","Nepal","Both sexes","54","54.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","Low-income","Tajikistan","Both sexes","64","64.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Uganda","Both sexes","57","57.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","Low-income","Uzbekistan","Both sexes","67","67.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","Low-income","Uzbekistan","Both sexes","66","66.00000","","",""
"Life expectancy at birth (years)","Published","1990","Western Pacific","Low-income","Viet Nam","Both sexes","70","70.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","Lower-middle-income","Armenia","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","Lower-middle-income","Azerbaijan","Both sexes","66","66.00000","","",""
"Life expectancy at birth (years)","Published","1990","Americas","Lower-middle-income","Belize","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","2012","South-East Asia","Lower-middle-income","Bhutan","Both sexes","68","68.00000","","",""
"Life expectancy at birth (years)","Published","1990","Western Pacific","Lower-middle-income","China","Both sexes","69","69.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","Lower-middle-income","Micronesia (Federated States of)","Both sexes","69","69.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","Lower-middle-income","Georgia","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","Lower-middle-income","Georgia","Both sexes","72","72.00000","","",""
"Life expectancy at birth (years)","Published","2000","Americas","Lower-middle-income","Guatemala","Both sexes","68","68.00000","","",""
"Life expectancy at birth (years)","Published","1990","South-East Asia","Lower-middle-income","Indonesia","Both sexes","62","62.00000","","",""
"Life expectancy at birth (years)","Published","2012","South-East Asia","Lower-middle-income","Indonesia","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","2000","South-East Asia","Lower-middle-income","India","Both sexes","62","62.00000","","",""
"Life expectancy at birth (years)","Published","2000","Eastern Mediterranean","Lower-middle-income","Jordan","Both sexes","72","72.00000","","",""
"Life expectancy at birth (years)","Published","2012","Eastern Mediterranean","Lower-middle-income","Morocco","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","Lower-middle-income","Mongolia","Both sexes","67","67.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Lower-middle-income","Nigeria","Both sexes","47","47.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Lower-middle-income","Nigeria","Both sexes","54","54.00000","","",""
"Life expectancy at birth (years)","Published","1990","Americas","Lower-middle-income","Paraguay","Both sexes","73","73.00000","","",""
"Life expectancy at birth (years)","Published","2000","Americas","Lower-middle-income","Paraguay","Both sexes","74","74.00000","","",""
"Life expectancy at birth (years)","Published","2012","Americas","Lower-middle-income","El Salvador","Both sexes","72","72.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Lower-middle-income","Sao Tome and Principe","Both sexes","63","63.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Lower-middle-income","Sao Tome and Principe","Both sexes","67","67.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Lower-middle-income","Swaziland","Both sexes","48","48.00000","","",""
"Life expectancy at birth (years)","Published","1990","Eastern Mediterranean","High-income","United Arab Emirates","Both sexes","72","72.00000","","",""
"Life expectancy at birth (years)","Published","1990","Americas","High-income","Bahamas","Both sexes","72","72.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","High-income","Brunei Darussalam","Both sexes","77","77.00000","","",""
"Life expectancy at birth (years)","Published","2000","Americas","High-income","Canada","Both sexes","79","79.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Germany","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Germany","Both sexes","81","81.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Denmark","Both sexes","75","75.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","High-income","Estonia","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Finland","Both sexes","75","75.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","High-income","Finland","Both sexes","78","78.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","France","Both sexes","78","78.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Greece","Both sexes","81","81.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Iceland","Both sexes","78","78.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Iceland","Both sexes","82","82.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Israel","Both sexes","77","77.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","Israel","Both sexes","82","82.00000","","",""
"Life expectancy at birth (years)","Published","2000","Eastern Mediterranean","High-income","Kuwait","Both sexes","75","75.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Luxembourg","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Netherlands","Both sexes","77","77.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","High-income","Norway","Both sexes","79","79.00000","","",""
"Life expectancy at birth (years)","Published","1990","Eastern Mediterranean","High-income","Oman","Both sexes","68","68.00000","","",""
"Life expectancy at birth (years)","Published","2012","Eastern Mediterranean","High-income","Oman","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","2000","Europe","High-income","Portugal","Both sexes","77","77.00000","","",""
"Life expectancy at birth (years)","Published","1990","Eastern Mediterranean","High-income","Qatar","Both sexes","75","75.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","High-income","Singapore","Both sexes","79","79.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","High-income","San Marino","Both sexes","83","83.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","High-income","Slovakia","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","2000","Americas","High-income","Trinidad and Tobago","Both sexes","69","69.00000","","",""
"Life expectancy at birth (years)","Published","2012","Eastern Mediterranean","Low-income","Afghanistan","Both sexes","60","60.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Low-income","Burundi","Both sexes","49","49.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Burundi","Both sexes","48","48.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Burundi","Both sexes","56","56.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Benin","Both sexes","54","54.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Central African Republic","Both sexes","45","45.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Low-income","Democratic Republic of the Congo","Both sexes","49","49.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Democratic Republic of the Congo","Both sexes","52","52.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Ghana","Both sexes","58","58.00000","","",""
"Life expectancy at birth (years)","Published","1990","Americas","Low-income","Haiti","Both sexes","54","54.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","Low-income","Kyrgyzstan","Both sexes","66","66.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","Low-income","Lao People's Democratic Republic","Both sexes","59","59.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Liberia","Both sexes","51","51.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Liberia","Both sexes","62","62.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Low-income","Madagascar","Both sexes","51","51.00000","","",""
"Life expectancy at birth (years)","Published","2000","South-East Asia","Low-income","Myanmar","Both sexes","62","62.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Mozambique","Both sexes","47","47.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Niger","Both sexes","59","59.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Senegal","Both sexes","64","64.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Low-income","Sierra Leone","Both sexes","38","38.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Sierra Leone","Both sexes","39","39.00000","","",""
"Life expectancy at birth (years)","Published","1990","Eastern Mediterranean","Low-income","Somalia","Both sexes","47","47.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Chad","Both sexes","51","51.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Togo","Both sexes","55","55.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","Low-income","Uzbekistan","Both sexes","69","69.00000","","",""
"Life expectancy at birth (years)","Published","2000","Africa","Low-income","Zimbabwe","Both sexes","42","42.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Low-income","Zimbabwe","Both sexes","58","58.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Lower-middle-income","Angola","Both sexes","43","43.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","Lower-middle-income","Armenia","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","Lower-middle-income","China","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Lower-middle-income","Côte d'Ivoire","Both sexes","51","51.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Lower-middle-income","Cabo Verde","Both sexes","74","74.00000","","",""
"Life expectancy at birth (years)","Published","2012","Eastern Mediterranean","Lower-middle-income","Djibouti","Both sexes","61","61.00000","","",""
"Life expectancy at birth (years)","Published","1990","Americas","Lower-middle-income","Ecuador","Both sexes","69","69.00000","","",""
