"Percentage of students in primary education who are female (%)","Namibia","2002",50.07424,
"Percentage of students in primary education who are female (%)","Namibia","2003",49.91734,
"Percentage of students in primary education who are female (%)","Namibia","2004",49.95464,
"Percentage of students in primary education who are female (%)","Namibia","2005",49.81865,
"Percentage of students in primary education who are female (%)","Namibia","2006",49.80337,
"Percentage of students in primary education who are female (%)","Namibia","2007",49.59854,
"Percentage of students in primary education who are female (%)","Namibia","2008",49.49411,
"Percentage of students in primary education who are female (%)","Namibia","2009",49.3731,
"Percentage of students in primary education who are female (%)","Namibia","2010",49.26415,
"Percentage of students in primary education who are female (%)","Namibia","2012",49.11759,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","1999",48.37953,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2000",48.3851,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2001",48.43247,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2002",48.43599,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2003",48.43796,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2004",48.38317,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2005",48.33012,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2006",48.27858,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2007",48.26623,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2008",48.26783,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2009",48.2499,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2010",48.2531,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2011",48.2741,
"Percentage of students in primary education who are female (%)","Latin America & the Caribbean","2012",48.31098,
"Percentage of students in primary education who are female (%)","Lithuania","1999",48.44829,
"Percentage of students in primary education who are female (%)","Lithuania","2000",48.68435,
"Percentage of students in primary education who are female (%)","Lithuania","2001",48.54571,
"Percentage of students in primary education who are female (%)","Lithuania","2002",48.5534,
"Percentage of students in primary education who are female (%)","Lithuania","2003",48.53603,
"Percentage of students in primary education who are female (%)","Lithuania","2004",48.55771,
"Percentage of students in primary education who are female (%)","Lithuania","2005",48.59176,
"Percentage of students in primary education who are female (%)","Lithuania","2006",48.40582,
"Percentage of students in primary education who are female (%)","Lithuania","2007",48.32283,
"Percentage of students in primary education who are female (%)","Lithuania","2008",48.06107,
"Percentage of students in primary education who are female (%)","Lithuania","2009",48.11886,
"Percentage of students in primary education who are female (%)","Lithuania","2010",48.30391,
"Percentage of students in primary education who are female (%)","Lithuania","2011",48.26745,
"Percentage of students in primary education who are female (%)","Lithuania","2012",48.56943,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","1999",48.52433,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2000",48.52823,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2001",48.50748,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2002",48.4664,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2003",48.43559,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2004",48.41302,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2005",48.44629,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2006",48.35449,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2007",48.27472,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2008",48.26449,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2009",48.24436,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2010",48.19643,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2011",48.26757,
"Percentage of students in primary education who are female (%)","Venezuela (Bolivarian Republic of)","2012",48.39436,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","1999",45.55213,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2000",45.67007,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2001",45.88901,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2002",45.86911,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2003",46.09792,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2004",46.3025,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2005",46.54105,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2006",46.90019,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2007",47.19325,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2008",47.36315,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2009",47.55533,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2010",47.65857,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2011",47.41787,
"Percentage of students in primary education who are female (%)","Sub-Saharan Africa","2012",47.49364,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","1999",49.8867,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","2000",49.5147,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","2001",49.31272,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","2002",48.97433,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","2003",48.71953,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","2004",48.80406,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","2005",48.87143,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","2006",49.09881,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","2007",49.31816,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","2008",49.34457,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","2009",49.66846,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","2010",50.07582,
"Percentage of students in primary education who are female (%)","United Republic of Tanzania","2012",50.45235,
"Percentage of students in primary education who are female (%)","Comoros","1999",45.34177,
"Percentage of students in primary education who are female (%)","Comoros","2000",45.36239,‡
"Percentage of students in primary education who are female (%)","Comoros","2002",44.33032,
"Percentage of students in primary education who are female (%)","Comoros","2003",44.33032,
"Percentage of students in primary education who are female (%)","Comoros","2004",46.16363,
"Percentage of students in primary education who are female (%)","Comoros","2007",46.4896,
"Percentage of students in primary education who are female (%)","Comoros","2008",47.10435,
"Percentage of students in primary education who are female (%)","Comoros","2011",44.98645,
"Percentage of students in primary education who are female (%)","Comoros","2012",46.72651,
"Percentage of students in primary education who are female (%)","Burkina Faso","1999",40.43114,
"Percentage of students in primary education who are female (%)","Burkina Faso","2000",40.81827,
"Percentage of students in primary education who are female (%)","Burkina Faso","2001",41.2789,
"Percentage of students in primary education who are female (%)","Burkina Faso","2002",41.79195,
"Percentage of students in primary education who are female (%)","Burkina Faso","2003",42.14563,
"Percentage of students in primary education who are female (%)","Burkina Faso","2004",43.21754,
"Percentage of students in primary education who are female (%)","Burkina Faso","2005",43.71277,
"Percentage of students in primary education who are female (%)","Burkina Faso","2006",44.21277,
"Percentage of students in primary education who are female (%)","Burkina Faso","2007",44.82552,
"Percentage of students in primary education who are female (%)","Burkina Faso","2008",45.6024,
"Percentage of students in primary education who are female (%)","Burkina Faso","2009",46.14896,
"Percentage of students in primary education who are female (%)","Burkina Faso","2010",46.77202,
"Percentage of students in primary education who are female (%)","Burkina Faso","2011",47.22774,
"Percentage of students in primary education who are female (%)","Burkina Faso","2012",47.73823,
"Percentage of students in primary education who are female (%)","Central African Republic","2001",40.91106,+
"Percentage of students in primary education who are female (%)","Central African Republic","2002",40.409,+
"Percentage of students in primary education who are female (%)","Central African Republic","2003",41.01805,
"Percentage of students in primary education who are female (%)","Central African Republic","2004",40.18058,
"Percentage of students in primary education who are female (%)","Central African Republic","2005",41.07027,
"Percentage of students in primary education who are female (%)","Central African Republic","2006",41.04769,
"Percentage of students in primary education who are female (%)","Central African Republic","2007",41.37337,
"Percentage of students in primary education who are female (%)","Central African Republic","2008",41.65865,
"Percentage of students in primary education who are female (%)","Central African Republic","2009",41.79435,
"Percentage of students in primary education who are female (%)","Central African Republic","2010",41.8763,
"Percentage of students in primary education who are female (%)","Central African Republic","2011",42.37241,
"Percentage of students in primary education who are female (%)","Central African Republic","2012",42.9607,
"Percentage of students in primary education who are female (%)","Niue","1999",46.26866,
"Percentage of students in primary education who are female (%)","Niue","2001",45.7265,
"Percentage of students in primary education who are female (%)","Niue","2004",51.08696,
"Percentage of students in primary education who are female (%)","Niue","2005",50.5618,
"Percentage of students in primary education who are female (%)","Senegal","1999",44.77455,
"Percentage of students in primary education who are female (%)","Senegal","2000",45.99761,
"Percentage of students in primary education who are female (%)","Senegal","2001",46.54964,
"Percentage of students in primary education who are female (%)","Senegal","2002",47.07559,
"Percentage of students in primary education who are female (%)","Senegal","2003",47.51964,
"Percentage of students in primary education who are female (%)","Senegal","2004",48.26422,
"Percentage of students in primary education who are female (%)","Senegal","2005",48.63897,
"Percentage of students in primary education who are female (%)","Senegal","2006",49.2046,
"Percentage of students in primary education who are female (%)","Senegal","2007",49.62294,
"Percentage of students in primary education who are female (%)","Senegal","2008",50.18288,
"Percentage of students in primary education who are female (%)","Senegal","2009",50.60678,
"Percentage of students in primary education who are female (%)","Senegal","2010",50.90681,
"Percentage of students in primary education who are female (%)","Senegal","2011",51.08692,
"Percentage of students in primary education who are female (%)","Senegal","2012",51.43805,
"Percentage of students in primary education who are female (%)","Bhutan","1999",45.66021,
"Percentage of students in primary education who are female (%)","Bhutan","2000",46.12655,
"Percentage of students in primary education who are female (%)","Bhutan","2001",46.75752,
"Percentage of students in primary education who are female (%)","Bhutan","2002",47.21367,
"Percentage of students in primary education who are female (%)","Bhutan","2003",47.94198,
"Percentage of students in primary education who are female (%)","Bhutan","2004",48.61749,
"Percentage of students in primary education who are female (%)","Bhutan","2005",48.72308,
"Percentage of students in primary education who are female (%)","Bhutan","2006",48.92834,
"Percentage of students in primary education who are female (%)","Bhutan","2007",49.01739,
"Percentage of students in primary education who are female (%)","Bhutan","2008",49.50895,
"Percentage of students in primary education who are female (%)","Bhutan","2009",49.73907,
"Percentage of students in primary education who are female (%)","Bhutan","2010",49.88629,
"Percentage of students in primary education who are female (%)","Bhutan","2011",49.68026,
"Percentage of students in primary education who are female (%)","Bhutan","2012",49.69568,
"Percentage of students in primary education who are female (%)","Trinidad and Tobago","1999",49.12488,
"Percentage of students in primary education who are female (%)","Trinidad and Tobago","2000",49.06249,
"Percentage of students in primary education who are female (%)","Trinidad and Tobago","2001",48.84595,
"Percentage of students in primary education who are female (%)","Trinidad and Tobago","2002",49.08752,+
"Percentage of students in primary education who are female (%)","Trinidad and Tobago","2003",48.60745,
"Percentage of students in primary education who are female (%)","Trinidad and Tobago","2004",48.51107,+
"Percentage of students in primary education who are female (%)","Trinidad and Tobago","2005",48.61029,+
"Percentage of students in primary education who are female (%)","Trinidad and Tobago","2007",48.51584,
"Percentage of students in primary education who are female (%)","Trinidad and Tobago","2008",48.4566,
"Percentage of students in primary education who are female (%)","Trinidad and Tobago","2009",48.3768,+
"Percentage of students in primary education who are female (%)","Trinidad and Tobago","2010",48.45984,
"Percentage of students in primary education who are female (%)","Europe","1999",48.51934,
"Percentage of students in primary education who are female (%)","Europe","2000",48.55637,
"Percentage of students in primary education who are female (%)","Europe","2001",48.5677,
"Percentage of students in primary education who are female (%)","Europe","2002",48.53404,
"Percentage of students in primary education who are female (%)","Europe","2003",48.56567,
"Percentage of students in primary education who are female (%)","Europe","2004",48.55914,
"Percentage of students in primary education who are female (%)","Europe","2005",48.54128,
"Percentage of students in primary education who are female (%)","Europe","2006",48.57845,
"Percentage of students in primary education who are female (%)","Europe","2007",48.57331,
"Percentage of students in primary education who are female (%)","Europe","2008",48.55661,
"Percentage of students in primary education who are female (%)","Europe","2009",48.58761,
"Percentage of students in primary education who are female (%)","Europe","2010",48.6026,
"Percentage of students in primary education who are female (%)","Europe","2011",48.64074,
"Percentage of students in primary education who are female (%)","Europe","2012",48.67556,
"Percentage of students in primary education who are female (%)","Mauritius","1999",49.38984,
"Percentage of students in primary education who are female (%)","Mauritius","2000",49.19216,
"Percentage of students in primary education who are female (%)","Mauritius","2001",49.27546,
"Percentage of students in primary education who are female (%)","Mauritius","2002",49.3861,
"Percentage of students in primary education who are female (%)","Mauritius","2003",49.37045,
"Percentage of students in primary education who are female (%)","Mauritius","2004",49.28224,
"Percentage of students in primary education who are female (%)","Mauritius","2005",49.23277,
"Percentage of students in primary education who are female (%)","Mauritius","2006",49.18154,
"Percentage of students in primary education who are female (%)","Mauritius","2007",49.17358,
"Percentage of students in primary education who are female (%)","Mauritius","2008",49.00691,
"Percentage of students in primary education who are female (%)","Mauritius","2009",49.16301,
"Percentage of students in primary education who are female (%)","Mauritius","2010",49.18591,
"Percentage of students in primary education who are female (%)","Mauritius","2011",49.22373,
"Percentage of students in primary education who are female (%)","Mauritius","2012",49.1807,
"Percentage of students in primary education who are female (%)","Albania","1999",48.14257,
"Percentage of students in primary education who are female (%)","Albania","2000",48.26954,
"Percentage of students in primary education who are female (%)","Albania","2001",48.57986,
"Percentage of students in primary education who are female (%)","Albania","2002",47.8185,
"Percentage of students in primary education who are female (%)","Albania","2003",48.10129,
"Percentage of students in primary education who are female (%)","Albania","2004",48.213,
"Percentage of students in primary education who are female (%)","Albania","2005",48.04748,
"Percentage of students in primary education who are female (%)","Albania","2006",48.11288,
"Percentage of students in primary education who are female (%)","Albania","2007",48.07519,
"Percentage of students in primary education who are female (%)","Albania","2008",47.85715,
"Percentage of students in primary education who are female (%)","Albania","2009",47.60612,
"Percentage of students in primary education who are female (%)","Albania","2010",47.56496,
"Percentage of students in primary education who are female (%)","Albania","2011",47.42465,
"Percentage of students in primary education who are female (%)","Albania","2012",47.22893,
"Percentage of students in primary education who are female (%)","Kuwait","1999",48.77265,
"Percentage of students in primary education who are female (%)","Kuwait","2000",48.94494,
"Percentage of students in primary education who are female (%)","Kuwait","2001",48.86755,
"Percentage of students in primary education who are female (%)","Kuwait","2002",48.59594,
"Percentage of students in primary education who are female (%)","Kuwait","2003",48.97635,
"Percentage of students in primary education who are female (%)","Kuwait","2004",48.95211,
"Percentage of students in primary education who are female (%)","Kuwait","2005",48.47357,
"Percentage of students in primary education who are female (%)","Kuwait","2006",48.75162,
"Percentage of students in primary education who are female (%)","Kuwait","2007",48.65297,
"Percentage of students in primary education who are female (%)","Kuwait","2008",48.82747,
"Percentage of students in primary education who are female (%)","Kuwait","2009",48.90466,
"Percentage of students in primary education who are female (%)","Kuwait","2010",48.84271,
"Percentage of students in primary education who are female (%)","Kuwait","2011",48.8864,
"Percentage of students in primary education who are female (%)","Kuwait","2012",49.06331,
"Percentage of students in primary education who are female (%)","Paraguay","1999",48.22251,
"Percentage of students in primary education who are female (%)","Paraguay","2000",48.21454,
"Percentage of students in primary education who are female (%)","Paraguay","2001",48.23216,
"Percentage of students in primary education who are female (%)","Paraguay","2002",48.23422,
"Percentage of students in primary education who are female (%)","Paraguay","2003",48.29394,
"Percentage of students in primary education who are female (%)","Paraguay","2004",48.35732,
"Percentage of students in primary education who are female (%)","Paraguay","2005",48.40551,
"Percentage of students in primary education who are female (%)","Paraguay","2006",48.36294,
"Percentage of students in primary education who are female (%)","Paraguay","2007",48.29901,
"Percentage of students in primary education who are female (%)","Paraguay","2008",48.25697,
"Percentage of students in primary education who are female (%)","Paraguay","2009",48.25316,
"Percentage of students in primary education who are female (%)","Paraguay","2010",48.08165,
"Percentage of students in primary education who are female (%)","Paraguay","2011",48.13325,
"Percentage of students in primary education who are female (%)","Sweden","1999",49.42558,
"Percentage of students in primary education who are female (%)","Sweden","2000",49.32616,
"Percentage of students in primary education who are female (%)","Sweden","2001",49.32642,
"Percentage of students in primary education who are female (%)","Sweden","2002",49.38952,
"Percentage of students in primary education who are female (%)","Sweden","2003",49.36339,
"Percentage of students in primary education who are female (%)","Sweden","2004",48.62528,
"Percentage of students in primary education who are female (%)","Sweden","2005",48.66879,
"Percentage of students in primary education who are female (%)","Sweden","2006",48.66738,
"Percentage of students in primary education who are female (%)","Sweden","2007",48.64087,
"Percentage of students in primary education who are female (%)","Sweden","2008",48.56617,
"Percentage of students in primary education who are female (%)","Sweden","2009",48.56806,
"Percentage of students in primary education who are female (%)","Sweden","2010",48.55878,
"Percentage of students in primary education who are female (%)","Sweden","2011",48.59029,
"Percentage of students in primary education who are female (%)","Sweden","2012",48.61604,
"Percentage of students in primary education who are female (%)","Monaco","1999",49.90109,
"Percentage of students in primary education who are female (%)","Monaco","2000",48.45618,
"Percentage of students in primary education who are female (%)","Monaco","2001",48.91688,
"Percentage of students in primary education who are female (%)","Monaco","2008",47.4622,
"Percentage of students in primary education who are female (%)","Monaco","2009",48.93849,
"Percentage of students in primary education who are female (%)","Monaco","2010",50.71429,
"Percentage of students in primary education who are female (%)","Monaco","2011",49.60227,
"Percentage of students in primary education who are female (%)","Monaco","2012",49.71687,
"Percentage of students in primary education who are female (%)","Southern Asia","1999",43.61894,
"Percentage of students in primary education who are female (%)","Southern Asia","2000",43.74842,
"Percentage of students in primary education who are female (%)","Southern Asia","2001",43.93327,
"Percentage of students in primary education who are female (%)","Southern Asia","2002",44.25129,
"Percentage of students in primary education who are female (%)","Southern Asia","2003",46.31312,
"Percentage of students in primary education who are female (%)","Southern Asia","2004",46.17391,‡
"Percentage of students in primary education who are female (%)","Southern Asia","2005",46.47304,‡
"Percentage of students in primary education who are female (%)","Southern Asia","2006",46.63859,‡
"Percentage of students in primary education who are female (%)","Southern Asia","2007",46.7921,
"Percentage of students in primary education who are female (%)","Southern Asia","2008",47.2924,
"Percentage of students in primary education who are female (%)","Southern Asia","2009",47.54398,
"Percentage of students in primary education who are female (%)","Southern Asia","2010",47.51258,
"Percentage of students in primary education who are female (%)","Southern Asia","2011",47.71607,
"Percentage of students in primary education who are female (%)","Southern Asia","2012",47.73792,‡
"Percentage of students in primary education who are female (%)","Denmark","1999",48.65266,
"Percentage of students in primary education who are female (%)","Denmark","2000",48.6339,
"Percentage of students in primary education who are female (%)","Denmark","2001",48.67785,
"Percentage of students in primary education who are female (%)","Denmark","2002",48.71377,
"Percentage of students in primary education who are female (%)","Denmark","2004",48.68582,
"Percentage of students in primary education who are female (%)","Denmark","2005",48.70262,
"Percentage of students in primary education who are female (%)","Denmark","2006",48.73771,
"Percentage of students in primary education who are female (%)","Denmark","2007",48.73771,
"Percentage of students in primary education who are female (%)","Denmark","2008",48.8655,
"Percentage of students in primary education who are female (%)","Denmark","2009",48.84045,
"Percentage of students in primary education who are female (%)","Denmark","2010",48.83474,
"Percentage of students in primary education who are female (%)","Denmark","2011",48.69894,
"Percentage of students in primary education who are female (%)","Denmark","2012",48.64768,
"Percentage of students in primary education who are female (%)","World","1999",46.58042,
"Percentage of students in primary education who are female (%)","World","2000",46.58821,
"Percentage of students in primary education who are female (%)","World","2001",46.68852,
"Percentage of students in primary education who are female (%)","World","2002",46.70144,
"Percentage of students in primary education who are female (%)","World","2003",47.19663,
"Percentage of students in primary education who are female (%)","World","2004",47.15449,‡
"Percentage of students in primary education who are female (%)","World","2005",47.21526,
"Percentage of students in primary education who are female (%)","World","2006",47.30542,
"Percentage of students in primary education who are female (%)","World","2007",47.3539,
"Percentage of students in primary education who are female (%)","World","2008",47.529,
"Percentage of students in primary education who are female (%)","World","2009",47.61875,
"Percentage of students in primary education who are female (%)","World","2010",47.66242,
"Percentage of students in primary education who are female (%)","World","2011",47.67527,
"Percentage of students in primary education who are female (%)","World","2012",47.66317,
"Percentage of students in primary education who are female (%)","Barbados","1999",48.92707,
"Percentage of students in primary education who are female (%)","Barbados","2000",48.89888,
"Percentage of students in primary education who are female (%)","Barbados","2001",49.12281,
"Percentage of students in primary education who are female (%)","Barbados","2002",49.22202,
"Percentage of students in primary education who are female (%)","Barbados","2003",48.9382,
"Percentage of students in primary education who are female (%)","Barbados","2004",48.90043,
"Percentage of students in primary education who are female (%)","Barbados","2005",49.2112,
"Percentage of students in primary education who are female (%)","Barbados","2006",48.69774,
"Percentage of students in primary education who are female (%)","Barbados","2007",49.26054,
"Percentage of students in primary education who are female (%)","Barbados","2008",49.02184,+
"Percentage of students in primary education who are female (%)","Barbados","2009",49.04739,+
"Percentage of students in primary education who are female (%)","Barbados","2010",49.15045,+
"Percentage of students in primary education who are female (%)","Barbados","2011",48.64721,+
"Percentage of students in primary education who are female (%)","Dominica","1999",48.2896,
"Percentage of students in primary education who are female (%)","Dominica","2000",48.30984,
"Percentage of students in primary education who are female (%)","Dominica","2001",48.31146,
"Percentage of students in primary education who are female (%)","Dominica","2002",48.0244,
"Percentage of students in primary education who are female (%)","Dominica","2003",48.30784,
"Percentage of students in primary education who are female (%)","Dominica","2004",48.33874,
"Percentage of students in primary education who are female (%)","Dominica","2005",48.68128,
"Percentage of students in primary education who are female (%)","Dominica","2006",48.66472,
"Percentage of students in primary education who are female (%)","Dominica","2007",48.46697,
"Percentage of students in primary education who are female (%)","Dominica","2008",48.70355,
"Percentage of students in primary education who are female (%)","Dominica","2009",48.77901,
"Percentage of students in primary education who are female (%)","Dominica","2010",48.93094,
"Percentage of students in primary education who are female (%)","Dominica","2011",49.11526,
"Percentage of students in primary education who are female (%)","Dominica","2012",48.6002,
"Percentage of students in primary education who are female (%)","Iceland","1999",48.16999,
"Percentage of students in primary education who are female (%)","Iceland","2000",48.30573,
"Percentage of students in primary education who are female (%)","Iceland","2001",48.52451,
"Percentage of students in primary education who are female (%)","Iceland","2002",48.56507,
"Percentage of students in primary education who are female (%)","Iceland","2003",48.43343,
"Percentage of students in primary education who are female (%)","Iceland","2004",48.35399,
"Percentage of students in primary education who are female (%)","Iceland","2005",48.28001,
"Percentage of students in primary education who are female (%)","Iceland","2006",48.62759,
"Percentage of students in primary education who are female (%)","Iceland","2007",49.02938,
"Percentage of students in primary education who are female (%)","Iceland","2008",49.09334,
"Percentage of students in primary education who are female (%)","Iceland","2009",49.12927,
"Percentage of students in primary education who are female (%)","Iceland","2010",49.28301,
"Percentage of students in primary education who are female (%)","Iceland","2011",49.32726,
"Percentage of students in primary education who are female (%)","New Zealand","1999",48.5568,
"Percentage of students in primary education who are female (%)","New Zealand","2000",48.55863,
"Percentage of students in primary education who are female (%)","New Zealand","2001",48.3647,
"Percentage of students in primary education who are female (%)","New Zealand","2002",48.41812,
"Percentage of students in primary education who are female (%)","New Zealand","2003",48.46791,
"Percentage of students in primary education who are female (%)","New Zealand","2004",48.4827,
"Percentage of students in primary education who are female (%)","New Zealand","2005",48.51989,
"Percentage of students in primary education who are female (%)","New Zealand","2006",48.60352,
"Percentage of students in primary education who are female (%)","New Zealand","2007",48.74814,
"Percentage of students in primary education who are female (%)","New Zealand","2008",48.75977,
"Percentage of students in primary education who are female (%)","New Zealand","2009",48.84662,
"Percentage of students in primary education who are female (%)","New Zealand","2010",48.86052,
"Percentage of students in primary education who are female (%)","New Zealand","2011",48.94299,
"Percentage of students in primary education who are female (%)","New Zealand","2012",48.90965,
"Percentage of students in primary education who are female (%)","Armenia","1999",51.50639,
"Percentage of students in primary education who are female (%)","Armenia","2000",49.04607,
"Percentage of students in primary education who are female (%)","Armenia","2001",49.17471,
"Percentage of students in primary education who are female (%)","Armenia","2002",48.73989,
"Percentage of students in primary education who are female (%)","Armenia","2003",48.50162,
"Percentage of students in primary education who are female (%)","Armenia","2004",48.347,
"Percentage of students in primary education who are female (%)","Armenia","2005",48.19136,
"Percentage of students in primary education who are female (%)","Armenia","2006",47.81732,
"Percentage of students in primary education who are female (%)","Armenia","2007",47.21591,
"Percentage of students in primary education who are female (%)","Armenia","2008",46.74371,
"Percentage of students in primary education who are female (%)","Armenia","2009",46.8296,
"Percentage of students in primary education who are female (%)","Armenia","2010",46.8115,
"Percentage of students in primary education who are female (%)","Armenia","2011",46.55649,
"Percentage of students in primary education who are female (%)","Armenia","2012",46.6657,
"Percentage of students in primary education who are female (%)","Cameroon","1999",44.86586,
"Percentage of students in primary education who are female (%)","Cameroon","2000",45.74368,
"Percentage of students in primary education who are female (%)","Cameroon","2001",46.15645,
"Percentage of students in primary education who are female (%)","Cameroon","2002",45.93021,+
